BioGuideID,GovtrackID,ICPSR_ID,OpenSecretsID,UnaccentedFirstName,UnaccentedLastName,Gender,Birthday,State,Chamber,Party,TermStart,TermEnd,YearsInCongress
S001192,412581,21367.0,N00033932,Chris,Stewart,M,1960-07-15,UT,House,R,2013-01-03,2023-09-15,10.7
S001187,412461,21163.0,N00029574,Steve,Stivers,M,1965-03-24,OH,House,R,2011-01-05,2021-05-16,10.4
S000937,410396,29570.0,N00005918,Steve,Stockman,M,1956-11-14,TX,House,R,1995-01-04,2015-01-03,20.0
S001202,412734,41704.0,N00040607,Luther,Strange,M,1953-03-01,AL,Senate,R,2017-02-09,2018-01-03,0.9
S001159,456854,,N00046320,Marilyn,Strickland,F,1962-09-25,WA,House,D,2021-01-03,2027-01-03,6.0
S001220,456878,,N00048145,Dale,Strong,M,1970-05-08,AL,House,R,2023-01-03,2027-01-03,4.0
S001188,412392,21100.0,N00030891,Marlin,Stutzman,M,1976-08-31,IN,House,R,2010-11-16,2027-01-03,16.1
S001230,457028,,N00054085,Suhas,Subramanyam,M,1986-09-26,VA,House,D,2025-01-03,2027-01-03,2.0
S001198,412665,41500.0,N00035774,Dan,Sullivan,M,1964-11-13,AK,Senate,R,2015-01-06,2027-01-03,12.0
S001201,412717,21747.0,N00038742,Thomas,Suozzi,M,1962-08-31,NY,House,D,2017-01-03,2027-01-03,10.0
S001193,412514,21306.0,N00033508,Eric,Swalwell,M,1980-11-16,CA,House,D,2013-01-03,2027-01-03,14.0
S001223,456930,,N00050165,Emilia,Sykes,F,1986-01-04,OH,House,D,2023-01-03,2027-01-03,4.0
S001156,400355,20310.0,N00024870,Linda,Sánchez,F,1969-01-28,CA,House,D,2003-01-07,2027-01-03,24.0
T000473,412626,,N00035535,Mark,Takai,M,1967-07-01,HI,House,D,2015-01-06,2016-07-20,1.5
T000472,412520,21312.0,N00006701,Mark,Takano,M,1960-12-10,CA,House,D,2013-01-03,2027-01-03,14.0
T000490,457014,,N00054098,David,Taylor,M,1969-11-16,OH,House,R,2025-01-03,2027-01-03,2.0
T000477,412727,21748.0,N00031263,Scott,Taylor,M,1979-06-27,VA,House,R,2017-01-03,2019-01-03,2.0
T000479,412821,21973.0,N00027709,Van,Taylor,M,1972-08-01,TX,House,R,2019-01-03,2023-01-03,4.0
T000478,412720,21749.0,N00036351,Claudia,Tenney,F,1961-02-04,NY,House,R,2017-01-03,2027-01-03,10.0
T000459,400400,29921.0,N00005321,Lee,Terry,M,1962-01-29,NE,House,R,1999-01-06,2015-01-03,16.0
T000464,412244,40702.0,N00027605,Jon,Tester,M,1956-08-21,MT,Senate,D,2007-01-04,2025-01-03,18.0
T000488,456908,,N00049602,Shri,Thanedar,M,1955-02-22,MI,House,D,2023-01-03,2027-01-03,4.0
T000193,400402,29368.0,N00003288,Bennie,Thompson,M,1948-01-28,MS,House,D,1993-04-13,2027-01-03,33.7
T000467,412317,20946.0,N00029736,Glenn,Thompson,M,1959-07-27,PA,House,R,2009-01-06,2027-01-03,18.0
T000460,400403,29901.0,N00007419,Mike,Thompson,M,1951-01-24,CA,House,D,1999-01-06,2027-01-03,28.0
T000238,400404,29572.0,N00006052,Mac,Thornberry,M,1958-07-15,TX,House,R,1995-01-04,2021-01-03,26.0
T000250,400546,29754.0,N00004572,John,Thune,M,1961-01-07,SD,Senate,R,1997-01-07,2029-01-03,32.0
T000462,400406,20130.0,N00009699,Patrick,Tiberi,M,1962-10-21,OH,House,R,2001-01-03,2018-01-15,17.0
T000266,400407,29730.0,N00000226,John,Tierney,M,1951-09-18,MA,House,D,1997-01-07,2015-01-03,18.0
T000165,456791,,N00045307,Thomas,Tiffany,M,1957-12-30,WI,House,R,2020-05-19,2027-01-03,6.6
T000476,412668,41504.0,N00035492,Thom,Tillis,M,1960-08-30,NC,Senate,R,2015-01-06,2027-01-03,12.0
T000480,412815,21974.0,N00042715,William,Timmons,M,1984-04-30,SC,House,R,2019-01-03,2027-01-03,8.0
T000470,412405,21111.0,N00027509,Scott,Tipton,M,1956-11-09,CO,House,R,2011-01-05,2021-01-03,10.0
T000468,412318,20927.0,N00030191,Dina,Titus,F,1950-05-23,NV,House,D,2009-01-06,2027-01-03,18.0
T000481,412787,21975.0,N00042649,Rashida,Tlaib,F,1976-07-24,MI,House,D,2019-01-03,2027-01-03,8.0
T000487,456897,,N00051049,Jill,Tokuda,F,1976-03-28,HI,House,D,2023-01-03,2027-01-03,4.0
T000469,412319,20934.0,N00030196,Paul,Tonko,M,1949-06-18,NY,House,D,2009-01-06,2027-01-03,18.0
T000461,400408,29935.0,N00001489,Patrick,Toomey,M,1961-11-17,PA,Senate,R,1999-01-06,2023-01-03,24.0
T000474,412617,21508.0,N00036107,Norma,Torres,F,1965-04-04,CA,House,D,2015-01-06,2027-01-03,12.0
T000486,456838,,N00044346,Ritchie,Torres,M,1988-03-12,NY,House,D,2021-01-03,2027-01-03,6.0
T000484,412801,21976.0,N00042467,Xochitl,Torres Small,F,1984-11-15,NM,House,D,2019-01-03,2021-01-03,2.0
T000482,412781,21977.0,N00041808,Lori,Trahan,F,1973-10-27,MA,House,D,2019-01-03,2027-01-03,8.0
T000491,456980,,N00053582,Derek,Tran,M,1980-12-22,CA,House,D,2025-01-03,2027-01-03,2.0
T000483,412783,21978.0,N00039122,David,Trone,M,1955-09-21,MD,House,D,2019-01-03,2025-01-03,6.0
T000475,412636,21528.0,N00035607,Dave,Trott,M,1960-10-16,MI,House,R,2015-01-06,2019-01-03,4.0
T000465,412254,20754.0,N00029026,Niki,Tsongas,F,1946-04-26,MA,House,D,2007-10-16,2019-01-03,11.2
T000278,456796,,N00044434,Tommy,Tuberville,M,1954-09-18,AL,Senate,R,2021-01-03,2027-01-03,6.0
T000463,400411,20342.0,N00025175,Michael,Turner,M,1960-01-11,OH,House,R,2003-01-07,2027-01-03,24.0
T000489,457022,,,Sylvester,Turner,M,1954-09-27,TX,House,D,2025-01-03,2025-03-04,0.2
U000038,400412,29906.0,N00008051,Mark,Udall,M,1950-07-18,CO,Senate,D,1999-01-06,2015-01-03,16.0
U000039,400413,29924.0,N00006561,Tom,Udall,M,1948-05-18,NM,Senate,D,1999-01-06,2021-01-03,22.0
U000040,412776,21979.0,N00041569,Lauren,Underwood,F,1986-10-04,IL,House,D,2019-01-03,2027-01-03,8.0
U000031,400414,15446.0,N00004133,Fred,Upton,M,1953-04-23,MI,House,R,1987-01-06,2023-01-03,36.0
V000129,412515,21307.0,N00033367,David,Valadao,M,1977-04-14,CA,House,R,2013-01-03,2027-01-03,14.0
V000133,412796,21980.0,N00042164,Jefferson,Van Drew,M,1953-02-23,NJ,House,R,2019-01-03,2027-01-03,8.0
V000134,456850,,N00045167,Beth,Van Duyne,F,1970-11-16,TX,House,R,2021-01-03,2027-01-03,6.0
V000139,457038,,,Matt,Van Epps,M,1983-03-29,TN,House,R,2025-12-04,2027-01-03,1.1
V000128,400415,20330.0,N00013820,Chris,Van Hollen,M,1959-01-10,MD,Senate,D,2003-01-07,2029-01-03,26.0
V000135,456950,,N00046843,Derrick,Van Orden,M,1969-09-15,WI,House,R,2023-01-03,2027-01-03,4.0
V000137,456876,,N00048832,James David,Vance,M,1984-08-02,OH,Senate,R,2023-01-03,2025-01-09,2.0
V000130,412522,21314.0,N00007021,Juan,Vargas,M,1961-03-07,CA,House,D,2013-01-03,2027-01-03,14.0
V000136,456919,,N00049142,Gabriel (Gabe),Vasquez,M,1984-08-03,NM,House,D,2023-01-03,2027-01-03,4.0
V000131,412579,21365.0,N00033839,Marc,Veasey,M,1971-01-03,TX,House,D,2013-01-03,2027-01-03,14.0
V000132,412580,21366.0,N00034349,Filemon,Vela,M,1963-02-13,TX,House,D,2013-01-03,2022-03-31,9.2
V000081,400416,29378.0,N00001102,Nydia,Velázquez,F,1953-03-28,NY,House,D,1993-01-05,2027-01-03,34.0
V000138,457027,,N00054112,Eugene,Vindman,M,1975-06-06,VA,House,D,2025-01-03,2027-01-03,2.0
V000108,400417,15124.0,N00003813,Peter,Visclosky,M,1949-08-13,IN,House,D,1985-01-03,2021-01-03,36.0
V000127,400418,29918.0,N00009659,David,Vitter,M,1961-05-03,LA,Senate,R,1999-06-08,2017-01-03,17.6
W000812,412548,21337.0,N00033106,Ann,Wagner,F,1962-09-13,MO,House,R,2013-01-03,2027-01-03,14.0
W000798,412213,20725.0,N00026368,Tim,Walberg,M,1951-04-12,MI,House,R,2007-01-04,2027-01-03,20.0
W000791,400419,29932.0,N00007690,Greg,Walden,M,1957-01-10,OR,House,R,1999-01-06,2021-01-03,22.0
W000819,412670,21543.0,N00035311,Mark,Walker,M,1969-05-20,NC,House,R,2015-01-06,2021-01-03,6.0
W000831,457036,,,James,Walkinshaw,M,1982-10-22,VA,House,D,2025-09-10,2027-01-03,1.3
W000813,412538,21330.0,N00031226,Jackie,Walorski,F,1963-08-17,IN,House,R,2013-01-03,2022-08-03,9.6
W000818,412602,,N00035686,John,Walsh,M,1960-11-03,MT,Senate,D,2014-02-11,2015-01-03,0.9
W000820,412618,21509.0,N00035391,Mimi,Walters,F,1962-05-14,CA,House,R,2015-01-06,2019-01-03,4.0
W000823,412764,21981.0,N00042403,Michael,Waltz,M,1974-01-31,FL,House,R,2019-01-03,2025-01-20,6.0
W000799,412214,20726.0,N00027467,Timothy,Walz,M,1964-04-06,MN,House,D,2007-01-04,2019-01-03,12.0
W000805,412321,40909.0,N00002097,Mark,Warner,M,1954-12-15,VA,Senate,D,2009-01-06,2027-01-03,18.0
W000790,456858,,N00046489,Raphael,Warnock,M,1969-07-23,GA,Senate,D,2021-01-20,2029-01-03,8.0
W000817,412542,41301.0,N00033492,Elizabeth,Warren,F,1949-06-22,MA,Senate,D,2013-01-03,2031-01-03,18.0
W000797,400623,20504.0,N00026106,Debbie,Wasserman Schultz,F,1966-09-27,FL,House,D,2005-01-04,2027-01-03,22.0
W000187,400422,29106.0,N00006690,Maxine,Waters,F,1938-08-15,CA,House,D,1991-01-03,2027-01-03,36.0
W000824,412779,21982.0,N00042126,Steven,Watkins,M,1976-09-18,KS,House,R,2019-01-03,2021-01-03,2.0
W000822,412644,21538.0,N00036158,Bonnie,Watson Coleman,F,1945-02-06,NJ,House,D,2015-01-06,2027-01-03,12.0
W000207,400424,29383.0,N00002328,Melvin,Watt,M,1945-08-26,NC,House,D,1993-01-05,2014-01-06,21.0
W000215,400425,14280.0,N00001861,Henry,Waxman,M,1939-09-12,CA,House,D,1975-01-14,2015-01-03,40.0
W000814,412574,21360.0,N00033539,Randy,Weber,M,1953-07-02,TX,House,R,2013-01-03,2027-01-03,14.0
W000806,412410,21116.0,N00026335,Daniel,Webster,M,1949-04-27,FL,House,R,2011-01-05,2027-01-03,16.0
W000800,412239,20750.0,N00000515,Peter,Welch,M,1947-05-02,VT,Senate,D,2007-01-04,2029-01-03,22.0
W000815,412564,21351.0,N00033310,Brad,Wenstrup,M,1958-06-17,OH,House,R,2013-01-03,2025-01-03,12.0
W000821,412610,21563.0,N00035527,Bruce,Westerman,M,1967-11-18,AR,House,R,2015-01-06,2027-01-03,12.0
W000796,400627,20506.0,N00026163,Lynn,Westmoreland,M,1950-04-02,GA,House,R,2005-01-04,2017-01-03,12.0
W000825,412834,21983.0,N00041002,Jennifer,Wexton,F,1968-05-27,VA,House,D,2019-01-03,2025-01-03,6.0
W000802,412247,40704.0,N00027533,Sheldon,Whitehouse,M,1955-10-20,RI,Senate,D,2007-01-04,2031-01-03,24.0
W000830,456977,,N00052205,George,Whitesides,M,1974-03-03,CA,House,D,2025-01-03,2027-01-03,2.0
W000413,400431,29525.0,N00003467,Ed,Whitfield,M,1943-05-25,KY,House,R,1995-01-04,2016-09-07,21.7
W000437,400432,29534.0,N00003280,Roger,Wicker,M,1951-07-05,MS,Senate,R,1995-01-04,2031-01-03,36.0
W000829,456963,,N00055013,Tony,Wied,M,1976-05-03,WI,House,R,2024-11-05,2027-01-03,2.2
W000826,412751,21763.0,N00041997,Susan,Wild,F,1957-06-07,PA,House,D,2018-11-27,2025-01-03,6.1
W000828,456926,,N00050433,Brandon,Williams,M,1967-05-22,NY,House,R,2023-01-03,2025-01-03,2.0
W000788,456811,,N00047361,Nikema,Williams,F,1978-07-30,GA,House,D,2021-01-03,2027-01-03,6.0
W000816,412578,21364.0,N00030602,Roger,Williams,M,1949-09-13,TX,House,R,2013-01-03,2027-01-03,14.0
W000808,412412,21118.0,N00030650,Frederica,Wilson,F,1942-11-05,FL,House,D,2011-01-05,2027-01-03,16.0
W000795,400433,20138.0,N00024809,Joe,Wilson,M,1947-07-31,SC,House,R,2001-12-18,2027-01-03,25.0
W000804,412255,20756.0,N00029459,Robert,Wittman,M,1959-02-03,VA,House,R,2007-12-13,2027-01-03,19.1
W000672,400435,14869.0,N00002073,Frank,Wolf,M,1939-01-30,VA,House,R,1981-01-05,2015-01-03,34.0
W000809,412402,21108.0,N00031857,Steve,Womack,M,1957-02-18,AR,House,R,2011-01-05,2027-01-03,16.0
W000810,412416,21122.0,N00032416,Rob,Woodall,M,1970-02-11,GA,House,R,2011-01-05,2021-01-03,10.0
W000827,412823,21984.0,N00042240,Ron,Wright,M,1953-04-08,TX,House,R,2019-01-03,2021-02-07,2.1
W000779,300100,14871.0,N00007724,Ron,Wyden,M,1949-05-03,OR,Senate,D,1981-01-05,2029-01-03,48.0
Y000067,456873,,N00051733,Rudy,Yakym,M,1984-02-24,IN,House,R,2022-11-14,2027-01-03,4.1
Y000062,412211,20723.0,N00028073,John,Yarmuth,M,1947-11-04,KY,House,D,2007-01-04,2023-01-03,16.0
Y000063,412430,21135.0,N00031502,Kevin,Yoder,M,1976-01-08,KS,House,R,2011-01-05,2019-01-03,8.0
Y000065,412525,21317.0,N00033220,Ted,Yoho,M,1955-04-13,FL,House,R,2013-01-03,2021-01-03,8.0
Y000031,400439,13047.0,N00001817,C.,Young,M,1930-12-16,FL,House,R,1971-01-21,2013-10-18,42.7
Y000066,412628,21521.0,N00035509,David,Young,M,1968-05-11,IA,House,R,2015-01-06,2019-01-03,4.0
Y000033,400440,14066.0,N00007999,Don,Young,M,1933-06-09,AK,House,R,1973-03-06,2022-03-18,49.0
Y000064,412428,21133.0,N00030670,Todd,Young,M,1972-08-24,IN,Senate,R,2011-01-05,2029-01-03,18.0
Z000017,412646,21539.0,N00029404,Lee,Zeldin,M,1980-01-30,NY,House,R,2015-01-06,2023-01-03,8.0
Z000018,412640,,N00035616,Ryan,Zinke,M,1961-11-01,MT,House,R,2015-01-06,2027-01-03,12.0
